-0.1410,-0.3956,5.2168,4.2510,4.3410,5.8243,7.0453,-7.4330,-9.4473,7.6401,8.8802,-5.8777,-8.3264,-4.9272,-8.0783,-4.2709,-7.3863,-4.5497,-8.6579,-2.6029,8.2236,1.9440,-0.5949,0.4983,7.8037,-4.8574,4.7691,4.1596,3.4014,-3.4476,1.5356,9.1058,-0.6411,-0.6500,9.8899,7.3451,-6.5297,2.0258,-9.4865,-3.4983,-9.4961,3.9554,-2.6181,-5.0275,3.1961,5.7185,9.4305,-6.9467,-0.6500,-9.4579,-7.0955,-0.9460,-8.0257,5.2022,-0.9363,-0.9813,-7.8045,-7.0106,7.8202,-1.6858,2.9010,-7.1853,-0.8319,-2.8636,-4.4440,-0.3841,-3.3493,-0.8354,-8.0128,6.7485,-0.1657,-6.1508,-1.5500,8.0130,9.7420,4.4837,-6.2115,0.0663,4.1659,-6.4675,5.2762,-1.1639,7.7742,0.4565,4.4300,6.2172,3.2342,-1.6974,5.4385,2.1672,1.1744,3.9351,-9.8148,-9.1516,3.5201,2.5330,4.2470,-3.3355,4.9588,9.5493,-7.7280,-2.8786,-3.0116,8.1004,4.4001,8.3610,-2.0540,0.2967,-7.7242,-9.9235,-0.9765,-3.7174,2.2898,4.4390,5.2171,9.1494,-2.4923,1.2957,7.5329,5.1695,-7.4553,-0.2426,4.0718,0.4850,-0.2115,-2.5889,-2.3294,-3.8947,6.2410,-1.3887,6.9398,-7.1353,0.5162,-4.3913,-0.8956,-9.3332,2.1019,-7.2976,5.7907,-8.6096,0.7423,-2.1576,-8.0296,5.7539,-6.7874,4.4369,8.1651,-3.7953,4.7517,-0.2000
3.6875,-2.0871,5.1000,6.6915,1.2144,0.2763,4.9279,-3.3843,-5.8943,9.3414,-9.5649,6.5423,3.6252,-0.9064,-2.5059,-2.6720,-2.4842,6.6412,5.6315,-8.1891,-0.7949,-9.2830,-7.4008,-1.0223,1.5846,7.6287,-4.1258,2.8095,-3.5739,7.5904,-1.3601,-3.5568,-4.7112,5.7300,1.2580,-3.6844,7.2881,6.1651,-8.2351,8.0588,-3.8456,3.4412,7.0781,-3.1034,-7.9162,-4.5782,5.7866,-3.8024,-0.1062,-6.6000,9.5293,6.4020,8.5560,-1.5347,1.6550,-0.7154,-9.2814,9.7495,-3.2728,5.9418,8.8861,7.8971,6.0288,6.8823,-4.1891,-0.6027,-7.3151,8.8172,7.3772,7.9158,-9.5220,4.1911,-1.6698,9.2575,5.1745,3.5219,-9.1778,8.0933,-6.5096,4.7957,-8.6991,3.5421,-1.0516,-6.3746,5.3225,-9.0572,-8.4438,-1.9849,-3.0173,3.2682,-0.3403,-7.4751,3.3212,3.9604,4.9292,6.5965,-4.6236,7.6764,4.4362,7.2442,1.2483,7.9888,-8.7461,4.7896,-4.4216,7.8521,1.3762,-4.9432,4.3894,-8.6114,9.7863,6.3047,-7.1908,-8.2073,-2.3638,4.1745,2.8409,-3.8463,-4.2731,2.6550,8.9192,-6.8916,3.4432,7.1649,-7.8914,5.3267,5.7638,6.5864,8.4565,-4.0407,-7.0991,-6.1427,-1.4363,7.7063,-7.8418,-3.1452,-9.4195,9.2731,5.5892,9.8647,-9.9283,-4.7523,-0.9944,-6.7974,-7.8011,-0.9783,0.8437,-4.8318,7.8558,-6.8956
4.4779,-1.7818,-7.9298,-2.8478,0.4407,-1.3515,-8.0462,7.7228,-7.2921,-9.3639,6.2057,-4.1922,1.3077,2.6999,-8.3581,-2.3865,7.3116,4.7296,-4.7672,-0.8471,-1.2677,0.4088,-1.5207,-7.6046,-2.0165,1.2672,-2.7477,-3.1840,1.3803,-8.4429,-6.9208,-1.4795,6.0108,-5.7846,-7.2685,0.9527,5.1199,3.0136,-4.6707,-0.9071,-8.8529,4.0229,2.2201,8.6026,-0.7779,1.4779,7.4006,7.0652,-9.7057,5.1954,6.5783,6.5183,7.3966,-6.3947,1.1009,6.9528,9.1781,-0.3513,5.4146,6.6416,-5.3333,7.3701,6.7902,0.7992,-3.7537,-2.5382,-1.1276,-5.4644,3.8734,-2.2614,-8.6170,7.1844,2.5507,5.9976,8.2294,7.7258,3.6939,-5.8621,-9.3909,9.8217,-5.7032,-7.8634,3.6015,5.2147,1.9475,4.3679,-0.4250,3.9224,-0.4638,-8.4601,2.7748,4.2694,-3.6933,-8.3886,-9.2888,-9.7201,2.5553,2.0374,-4.3906,1.6057,5.3755,0.6690,9.0392,-5.0803,0.2601,8.2705,8.8637,-5.7989,-0.1315,-4.0967,0.6313,-1.7937,8.7336,-6.0063,7.0874,6.3710,4.3845,5.5669,-4.0971,-7.6568,-3.4161,2.4098,-9.8973,4.9524,4.3829,-4.5397,-3.1408,7.9401,5.8609,-9.9184,-3.0335,-7.5115,9.9349,5.2507,1.5579,8.7675,9.7841,-2.5441,-7.2639,8.0843,-4.5248,-5.9264,-9.1404,-0.4746,-8.9306,-5.3163,0.6960,-4.5114,8.5965,-3.0989
-8.5003,-6.2492,-7.3155,4.9027,4.7841,6.4955,5.9114,4.4014,5.1517,9.3423,-8.7587,7.4911,-6.9302,1.4606,5.1310,-1.1970,-5.1482,-1.3046,2.8072,-2.2598,-7.2865,-1.2779,-7.2405,-8.4062,5.6061,-0.5103,2.2644,-6.7427,5.2003,3.8987,-3.7275,-2.4615,8.5651,9.4427,5.9847,3.5446,7.2302,5.4639,8.0703,-6.4048,8.4285,2.3003,4.6624,-6.3140,-3.3003,-5.3187,-1.5025,4.0705,9.2290,-8.4677,9.6154,4.8353,-1.7793,3.7506,2.4195,-4.4291,0.9150,-6.0313,-3.7050,4.5732,-6.9015,-2.2464,-8.2227,8.1029,-0.3380,-9.3475,1.0939,2.1893,-5.8542,0.1370,-2.3216,1.7900,0.9147,8.1167,1.9169,1.4347,-7.4302,0.3638,-5.5219,-2.1725,-5.4648,7.5439,-3.9444,-4.1999,4.1161,-3.6593,0.9364,7.3397,-5.0174,1.5618,-0.1018,-4.8889,7.5950,-3.7945,1.5917,4.4213,-6.9551,-8.2238,5.7706,-8.5592,-4.5282,0.1049,5.7493,0.9544,-0.6838,6.9849,7.2249,-4.2366,-5.6343,-7.0595,4.3545,-2.2371,-6.5933,4.4328,-2.9854,-0.4516,-7.8898,-9.9563,-2.2605,5.1737,1.1863,-6.6099,-2.6136,9.7436,-0.4115,1.0296,-4.1692,9.6931,7.8218,-8.4770,-9.6985,3.4969,-6.7927,-4.5056,3.3101,2.5041,0.0289,2.7604,6.6576,-3.2074,0.3531,1.3060,1.1731,2.2007,4.5973,5.4766,2.5531,-5.1080,-0.6352,7.0993
1.9978,-1.3156,1.5326,7.0860,3.1425,-6.8069,-9.0485,4.0151,-7.7843,-1.4278,3.8524,-9.1751,-4.1126,0.3242,-5.5486,7.2439,5.5816,-5.5304,-4.2584,5.9922,-3.0056,4.0748,8.0202,2.1832,2.2461,4.2184,-1.9687,3.8657,-7.0596,3.2554,-3.3794,-8.2456,5.3828,8.9155,-7.6125,0.7109,-3.7373,-0.1524,-6.6038,6.9826,9.5115,3.7765,-8.9700,6.4930,1.4825,-6.7145,2.2668,-4.0526,7.8509,-6.8360,7.0350,4.7867,-9.2646,8.3830,9.8559,4.6754,5.3664,-4.9526,0.2360,-1.1309,1.2121,6.9988,-8.7842,6.8895,-4.1277,-0.5591,3.4541,7.6793,-6.5789,-2.7875,8.5833,0.5963,3.9536,8.6672,-0.9694,5.1870,9.5414,-4.9974,-2.6342,-0.9866,-5.6198,-1.6708,-0.3491,-5.4693,2.2454,3.2999,7.5230,-3.8404,-2.1419,-0.7455,2.3107,-0.7422,7.3309,-5.0436,-2.8617,-0.9574,-1.7234,0.6919,-0.2776,-4.6675,-6.5562,-2.4109,1.4600,-9.5566,-1.3084,8.9329,1.4737,-8.3245,7.9924,2.7854,-7.3412,-0.9958,6.8244,2.4852,3.5396,3.0259,2.9641,-7.7435,0.9392,4.9772,1.7711,-2.2704,4.1907,-3.0336,-2.4614,-3.5312,-7.8929,2.8510,-2.7786,-4.4447,-0.8472,1.6558,-3.4639,-0.2976,7.6889,0.3484,-6.0364,-9.0099,-7.3963,5.9152,-8.2769,-2.7245,-9.3011,5.0412,-1.5676,-9.8325,1.9595,-8.7305,6.3648,3.9996
2.5648,-0.6224,-7.0386,5.6663,2.3868,-6.3922,-4.0043,-3.0979,-1.4507,-2.2531,-0.8515,2.4390,-2.6850,0.9754,3.0127,-2.1784,-2.5360,-5.0299,8.6714,4.9320,9.3311,-0.4857,9.7869,-6.0225,7.7843,9.5510,-7.3921,3.7970,-6.7605,-5.5770,4.0582,9.1629,-1.1578,4.4188,3.0480,9.4628,1.8108,-9.2908,-4.7795,-4.1041,-4.3462,0.7697,8.7480,-4.3190,1.5052,4.9515,-5.6356,-7.4711,4.2711,9.6535,2.3771,7.1515,5.4816,2.8144,0.8295,-1.1165,-4.5266,-2.0554,-9.7299,4.1285,3.2191,4.6616,6.7653,7.0779,7.6252,-1.3626,-3.0025,-8.3929,-3.7472,0.3974,-9.8820,1.6072,-6.8765,-7.3010,-5.2838,-5.3226,3.5741,8.3378,5.4676,1.3603,1.2597,0.9620,6.9272,0.3123,-5.9232,-2.0631,-1.3524,7.7311,-5.9656,8.2062,5.9029,-7.7245,7.9614,4.6530,-7.5509,-5.9944,3.3981,2.7284,-3.9506,-8.1361,-5.1111,-0.9979,-6.4105,-3.9823,5.7579,1.1590,2.0056,-9.2293,0.9700,4.6158,1.2413,8.4120,0.3356,-2.1615,-1.8642,1.1789,-1.7914,3.1664,6.0456,-7.4136,-9.7673,-5.8031,1.3080,3.5133,-3.7854,1.9392,-3.3321,8.3175,-4.4340,-8.4042,4.4362,2.1184,5.0951,-6.9495,-9.6691,8.1093,2.7895,-3.2610,-4.2922,-6.8665,-1.1107,-5.0729,5.8412,-6.2099,3.7301,1.8806,-0.8760,5.4508,-7.0696,-7.3230
-0.6172,-9.8515,-6.4553,7.7619,-0.2825,-0.9522,13.6001,1.2710,7.9969,-9.6094,-2.0857,1.2182,7.2456,2.9915,-0.7683,2.5136,3.4393,4.1591,-7.3033,-9.4482,7.6763,6.0027,4.7204,5.9046,-3.1150,-8.9887,9.9286,-0.4869,-8.9246,-2.3445,-4.3407,-5.4691,4.9200,-1.4802,-0.5335,2.1086,-4.8410,0.3380,-7.6050,-7.1382,-1.1797,-9.2195,5.6773,-2.6717,7.3299,-5.1590,5.2043,-1.8768,5.5541,6.4207,2.1446,0.6840,-6.1075,-8.1468,-6.1223,1.5247,9.7154,-7.7356,-9.2549,-1.7233,2.1619,-8.8354,-0.0316,2.5794,8.8122,-7.5384,-2.0156,-9.7480,5.1051,-6.5073,5.1248,3.1428,2.7117,-8.4264,6.6091,8.5679,-6.0876,3.3634,-5.8333,6.9822,-1.8266,-1.2171,1.0225,-7.7906,8.8058,4.4983,-9.9902,4.8235,8.4541,-8.7337,-2.2697,-6.3415,-6.0547,-6.9255,-9.8838,6.3934,2.3608,7.4797,3.9170,2.3892,4.1855,-5.0137,7.4231,4.2017,-9.8616,-2.9108,8.7374,3.1611,-7.5620,5.7114,5.6109,-7.0638,-3.6396,-8.7051,-5.7461,6.7257,2.8832,-9.8635,-4.6642,-3.1884,-8.5551,-7.8049,0.2446,-7.9531,4.6705,-1.0717,-9.8607,-3.3406,5.6683,3.2144,8.1157,6.0486,-1.2698,-4.0268,-3.4016,2.7996,2.1933,-0.0790,-5.3484,8.3616,-0.6280,9.2130,-9.5560,-0.9006,2.9785,-8.7512,1.2113,6.0979,2.4418,-5.3179
-9.0520,-4.0776,3.4429,-3.1241,5.8370,-0.3137,5.9163,-6.0644,-2.8941,4.6047,-5.5249,3.6662,5.3105,-0.2867,8.4027,1.5252,2.0681,-7.1736,-1.4592,-9.7963,8.9885,-0.2384,6.7289,2.5417,8.9162,8.8478,4.9602,2.3288,6.0283,5.2555,3.5107,1.5423,-5.8899,1.1631,4.8798,-8.0725,-2.1828,-8.4288,1.1072,0.1989,8.0151,-4.1438,9.4866,-4.0225,-0.6697,-1.1897,-0.2539,-4.1139,-8.1052,-6.4593,6.2179,-5.3863,-0.0736,-3.4243,-8.0332,-6.5167,2.7567,4.4019,-9.7553,3.6274,5.9005,9.6332,-2.0645,-6.5180,-4.9905,-7.0880,4.4035,-5.8079,3.3132,-8.9574,8.0799,8.7041,3.3641,-0.4214,-8.7957,6.3062,7.9318,4.2135,6.3959,9.3173,1.6523,-1.4006,1.1375,7.1209,-7.4285,-7.7886,8.5394,-6.2228,0.1318,8.7899,7.3063,-4.3677,5.4158,-4.1439,9.5143,1.7096,-6.9579,9.5651,6.9321,6.8990,8.3862,6.1414,-8.7862,-3.6813,6.8233,-9.5607,3.0289,-3.1610,-1.6697,7.0630,1.9205,-5.8053,-9.9886,-3.5002,4.6892,-7.1295,8.3785,-4.6912,4.0597,-0.6826,-2.2508,-9.7171,2.7446,-9.2747,-5.5737,-6.2466,-2.5553,5.4356,1.6734,-5.0535,-6.9617,9.6326,2.5117,-2.9342,-9.4775,4.3034,2.7113,3.2790,-2.2528,7.4821,-1.6802,5.1238,8.0256,-6.5167,2.2901,0.0224,7.9054,4.1261,5.2963,-3.4714
6.8972,3.5728,5.6218,5.1808,-0.0610,-4.1442,-4.9049,7.9132,-0.2439,-9.2643,-9.3511,1.6906,-3.9723,-8.0827,-0.8506,1.9191,2.4065,8.9437,-0.0521,-7.9382,-2.0785,-5.2279,-3.3691,8.4369,7.4971,3.5944,4.3955,8.8561,8.1941,-4.2597,5.4407,-4.8550,3.4008,9.4724,6.6445,-6.4338,-6.4476,1.5751,-2.3349,5.2702,5.2457,9.6942,-6.9027,-6.1633,-4.7267,1.3278,1.0673,-9.1814,-0.6242,-1.1404,1.9494,-7.8488,5.9273,-2.7484,3.6694,-1.9921,-8.3158,-1.6528,-1.3414,-4.8862,-1.3924,6.2447,9.1139,6.3895,-2.4741,-2.9969,-1.4009,-2.7719,-8.1765,-8.3201,2.7175,3.3908,8.2989,-5.9918,-2.0070,-1.6773,-3.7749,3.3945,-6.9533,9.2796,-4.0979,9.8755,8.7227,-3.8075,1.1195,-6.4346,-4.8203,-1.5623,1.2621,-0.4748,-1.9629,-1.3010,2.9187,2.7950,2.6783,1.4864,-7.6694,8.7896,6.7908,6.4616,2.6956,1.8049,5.7553,-3.7594,-0.8340,-6.8685,-7.9342,1.5599,5.1570,7.1463,-1.2192,8.2108,-3.5276,9.8146,0.3249,-4.7341,-5.5419,8.0818,6.0728,3.1147,7.8336,4.3605,-8.2510,-3.9328,-9.1990,-9.4914,-5.0465,-6.3975,8.0290,9.2512,-4.5779,-8.6301,-7.9328,1.5261,7.1662,-4.6208,1.1709,7.2578,-5.3902,1.5602,3.7176,-8.4710,1.4973,9.7616,1.7972,4.3836,-6.3261,-9.2716,-6.9185,0.5740
3.3849,5.8246,7.4789,-6.8306,-9.8724,0.4532,7.0979,-6.2640,-0.6548,-6.6337,7.2518,7.6153,-5.2683,-9.5769,3.4273,3.2353,2.3292,-5.6290,9.5075,-6.2162,4.8582,-4.7106,1.6553,-5.1827,9.1944,-4.6593,-2.0523,0.7991,-9.6879,-6.6687,0.1650,5.2992,-2.4878,3.6540,1.3214,-5.8554,8.8087,-7.3833,4.5255,-2.2237,-5.5427,-8.0269,1.2806,0.9533,-3.7904,4.7319,4.1731,7.8833,9.8045,7.1772,-3.2960,3.1544,-0.8276,-1.2764,-3.8123,5.1683,-3.9103,-9.8527,8.2077,3.8783,-5.3728,-4.2179,4.1082,4.3705,7.6435,7.4862,-9.3193,-5.9177,-9.0259,3.7205,4.9151,5.9754,-2.4671,-7.0989,1.9189,5.0525,-0.4638,4.1140,2.8173,7.6677,-4.1444,0.2863,9.1613,-5.5130,4.5971,3.4911,-9.1504,7.4418,-4.3359,4.7165,-4.4208,1.1277,-0.9767,2.9042,0.1108,-7.7699,3.9136,-1.8353,9.9915,-6.5904,-7.7184,-5.9128,-0.4453,7.1823,5.6057,5.8364,-3.3495,6.2703,4.8279,-1.6363,-3.7026,-3.3808,1.9071,6.1998,-2.0476,2.9055,4.6404,3.5969,-9.1125,9.7310,4.7015,-6.3740,-7.5996,-0.9008,-7.0030,-2.1177,7.0503,-6.7690,6.2118,-2.2325,-8.2626,-5.2443,-2.2742,6.8431,6.7539,0.7127,-4.2116,9.2200,4.1210,6.7359,-8.5896,-2.4335,8.3378,-1.7371,8.9247,3.1439,9.8362,5.3001,5.0336,3.5958
